id,class,path_to_image
00262,2,mnist_images/00262.png
00263,7,mnist_images/00263.png
00264,9,mnist_images/00264.png
00265,8,mnist_images/00265.png
00266,5,mnist_images/00266.png
00267,9,mnist_images/00267.png
00268,2,mnist_images/00268.png
00269,1,mnist_images/00269.png
00270,1,mnist_images/00270.png
00271,4,mnist_images/00271.png
00272,4,mnist_images/00272.png
00273,5,mnist_images/00273.png
00274,6,mnist_images/00274.png
00275,4,mnist_images/00275.png
00276,1,mnist_images/00276.png
00277,2,mnist_images/00277.png
00278,5,mnist_images/00278.png
00279,3,mnist_images/00279.png
00280,9,mnist_images/00280.png
00281,3,mnist_images/00281.png
00282,9,mnist_images/00282.png
00283,0,mnist_images/00283.png
00284,5,mnist_images/00284.png
00285,9,mnist_images/00285.png
00286,6,mnist_images/00286.png
00287,5,mnist_images/00287.png
00288,7,mnist_images/00288.png
00289,4,mnist_images/00289.png
00290,1,mnist_images/00290.png
00291,3,mnist_images/00291.png
00292,4,mnist_images/00292.png
00293,0,mnist_images/00293.png
00294,4,mnist_images/00294.png
00295,8,mnist_images/00295.png
00296,0,mnist_images/00296.png
00297,4,mnist_images/00297.png
00298,3,mnist_images/00298.png
00299,6,mnist_images/00299.png
00300,8,mnist_images/00300.png
00301,7,mnist_images/00301.png
00302,6,mnist_images/00302.png
00303,0,mnist_images/00303.png
00304,9,mnist_images/00304.png
00305,7,mnist_images/00305.png
00306,5,mnist_images/00306.png
00307,7,mnist_images/00307.png
00308,2,mnist_images/00308.png
00309,1,mnist_images/00309.png
00310,1,mnist_images/00310.png
00311,6,mnist_images/00311.png
00312,8,mnist_images/00312.png
00313,9,mnist_images/00313.png
00314,4,mnist_images/00314.png
00315,1,mnist_images/00315.png
00316,5,mnist_images/00316.png
00317,2,mnist_images/00317.png
00318,2,mnist_images/00318.png
00319,9,mnist_images/00319.png
00320,0,mnist_images/00320.png
00321,3,mnist_images/00321.png
00322,9,mnist_images/00322.png
00323,6,mnist_images/00323.png
00324,7,mnist_images/00324.png
00325,2,mnist_images/00325.png
00326,0,mnist_images/00326.png
00327,3,mnist_images/00327.png
00328,5,mnist_images/00328.png
00329,4,mnist_images/00329.png
00330,3,mnist_images/00330.png
00331,6,mnist_images/00331.png
00332,5,mnist_images/00332.png
00333,8,mnist_images/00333.png
00334,9,mnist_images/00334.png
00335,5,mnist_images/00335.png
00336,4,mnist_images/00336.png
00337,7,mnist_images/00337.png
00338,4,mnist_images/00338.png
00339,2,mnist_images/00339.png
00340,7,mnist_images/00340.png
00341,3,mnist_images/00341.png
00342,4,mnist_images/00342.png
00343,8,mnist_images/00343.png
00344,9,mnist_images/00344.png
00345,1,mnist_images/00345.png
00346,9,mnist_images/00346.png
00347,2,mnist_images/00347.png
00348,8,mnist_images/00348.png
00349,7,mnist_images/00349.png
00350,9,mnist_images/00350.png
00351,1,mnist_images/00351.png
00352,8,mnist_images/00352.png
00353,7,mnist_images/00353.png
00354,4,mnist_images/00354.png
00355,1,mnist_images/00355.png
00356,3,mnist_images/00356.png
00357,1,mnist_images/00357.png
00358,1,mnist_images/00358.png
00359,0,mnist_images/00359.png
00360,2,mnist_images/00360.png
00361,3,mnist_images/00361.png
00362,9,mnist_images/00362.png
00363,4,mnist_images/00363.png
00364,9,mnist_images/00364.png
00365,2,mnist_images/00365.png
00366,1,mnist_images/00366.png
00367,6,mnist_images/00367.png
00368,8,mnist_images/00368.png
00369,4,mnist_images/00369.png
00370,7,mnist_images/00370.png
00371,7,mnist_images/00371.png
00372,4,mnist_images/00372.png
00373,4,mnist_images/00373.png
00374,9,mnist_images/00374.png
00375,2,mnist_images/00375.png
00376,5,mnist_images/00376.png
00377,7,mnist_images/00377.png
00378,2,mnist_images/00378.png
00379,4,mnist_images/00379.png
00380,4,mnist_images/00380.png
00381,2,mnist_images/00381.png
00382,1,mnist_images/00382.png
00383,9,mnist_images/00383.png
00384,7,mnist_images/00384.png
00385,2,mnist_images/00385.png
00386,8,mnist_images/00386.png
00387,7,mnist_images/00387.png
00388,6,mnist_images/00388.png
00389,9,mnist_images/00389.png
00390,2,mnist_images/00390.png
00391,2,mnist_images/00391.png
00392,3,mnist_images/00392.png
00393,8,mnist_images/00393.png
00394,1,mnist_images/00394.png
00395,6,mnist_images/00395.png
00396,5,mnist_images/00396.png
00397,1,mnist_images/00397.png
00398,1,mnist_images/00398.png
00399,0,mnist_images/00399.png
00400,2,mnist_images/00400.png
00401,6,mnist_images/00401.png
00402,4,mnist_images/00402.png
00403,5,mnist_images/00403.png
00404,8,mnist_images/00404.png
00405,3,mnist_images/00405.png
00406,1,mnist_images/00406.png
00407,5,mnist_images/00407.png
00408,1,mnist_images/00408.png
00409,9,mnist_images/00409.png
00410,2,mnist_images/00410.png
00411,7,mnist_images/00411.png
00412,4,mnist_images/00412.png
00413,4,mnist_images/00413.png
00414,4,mnist_images/00414.png
00415,8,mnist_images/00415.png
00416,1,mnist_images/00416.png
00417,5,mnist_images/00417.png
00418,8,mnist_images/00418.png
00419,9,mnist_images/00419.png
00420,5,mnist_images/00420.png
00421,6,mnist_images/00421.png
00422,7,mnist_images/00422.png
00423,9,mnist_images/00423.png
00424,9,mnist_images/00424.png
00425,3,mnist_images/00425.png
00426,7,mnist_images/00426.png
00427,0,mnist_images/00427.png
00428,9,mnist_images/00428.png
00429,0,mnist_images/00429.png
00430,6,mnist_images/00430.png
00431,6,mnist_images/00431.png
00432,2,mnist_images/00432.png
00433,3,mnist_images/00433.png
00434,9,mnist_images/00434.png
00435,0,mnist_images/00435.png
00436,7,mnist_images/00436.png
00437,5,mnist_images/00437.png
00438,4,mnist_images/00438.png
00439,8,mnist_images/00439.png
00440,0,mnist_images/00440.png
00441,9,mnist_images/00441.png
00442,4,mnist_images/00442.png
00443,1,mnist_images/00443.png
00444,2,mnist_images/00444.png
00445,8,mnist_images/00445.png
00446,7,mnist_images/00446.png
00447,1,mnist_images/00447.png
00448,2,mnist_images/00448.png
00449,6,mnist_images/00449.png
00450,1,mnist_images/00450.png
00451,0,mnist_images/00451.png
00452,3,mnist_images/00452.png
00453,0,mnist_images/00453.png
00454,1,mnist_images/00454.png
00455,1,mnist_images/00455.png
00456,8,mnist_images/00456.png
00457,2,mnist_images/00457.png
00458,0,mnist_images/00458.png
00459,3,mnist_images/00459.png
00460,9,mnist_images/00460.png
00461,4,mnist_images/00461.png
00462,0,mnist_images/00462.png
00463,5,mnist_images/00463.png
00464,0,mnist_images/00464.png
00465,6,mnist_images/00465.png
00466,1,mnist_images/00466.png
00467,7,mnist_images/00467.png
00468,7,mnist_images/00468.png
00469,8,mnist_images/00469.png
00470,1,mnist_images/00470.png
00471,9,mnist_images/00471.png
00472,2,mnist_images/00472.png
00473,0,mnist_images/00473.png
00474,5,mnist_images/00474.png
00475,1,mnist_images/00475.png
00476,2,mnist_images/00476.png
00477,2,mnist_images/00477.png
00478,7,mnist_images/00478.png
00479,3,mnist_images/00479.png
00480,5,mnist_images/00480.png
00481,4,mnist_images/00481.png
00482,9,mnist_images/00482.png
00483,7,mnist_images/00483.png
00484,1,mnist_images/00484.png
00485,8,mnist_images/00485.png
00486,3,mnist_images/00486.png
00487,9,mnist_images/00487.png
00488,6,mnist_images/00488.png
00489,0,mnist_images/00489.png
00490,3,mnist_images/00490.png
00491,1,mnist_images/00491.png
00492,1,mnist_images/00492.png
00493,2,mnist_images/00493.png
00494,6,mnist_images/00494.png
00495,3,mnist_images/00495.png
00496,5,mnist_images/00496.png
00497,7,mnist_images/00497.png
00498,6,mnist_images/00498.png
00499,8,mnist_images/00499.png
00500,3,mnist_images/00500.png
00501,9,mnist_images/00501.png
00502,5,mnist_images/00502.png
00503,8,mnist_images/00503.png
00504,5,mnist_images/00504.png
00505,7,mnist_images/00505.png
00506,6,mnist_images/00506.png
00507,1,mnist_images/00507.png
00508,1,mnist_images/00508.png
00509,3,mnist_images/00509.png
00510,1,mnist_images/00510.png
00511,7,mnist_images/00511.png
00512,5,mnist_images/00512.png
00513,5,mnist_images/00513.png
00514,5,mnist_images/00514.png
00515,2,mnist_images/00515.png
00516,5,mnist_images/00516.png
00517,8,mnist_images/00517.png
00518,7,mnist_images/00518.png
00519,0,mnist_images/00519.png
00520,9,mnist_images/00520.png
00521,7,mnist_images/00521.png
00522,7,mnist_images/00522.png
00523,5,mnist_images/00523.png
00524,0,mnist_images/00524.png
00525,9,mnist_images/00525.png
00526,0,mnist_images/00526.png
00527,0,mnist_images/00527.png
00528,8,mnist_images/00528.png
00529,9,mnist_images/00529.png
00530,2,mnist_images/00530.png
00531,4,mnist_images/00531.png
00532,8,mnist_images/00532.png
00533,1,mnist_images/00533.png
00534,6,mnist_images/00534.png
00535,1,mnist_images/00535.png
00536,6,mnist_images/00536.png
00537,5,mnist_images/00537.png
00538,1,mnist_images/00538.png
00539,8,mnist_images/00539.png
00540,3,mnist_images/00540.png
00541,4,mnist_images/00541.png
00542,0,mnist_images/00542.png
00543,5,mnist_images/00543.png
00544,5,mnist_images/00544.png
00545,8,mnist_images/00545.png
00546,3,mnist_images/00546.png
00547,6,mnist_images/00547.png
00548,2,mnist_images/00548.png
00549,3,mnist_images/00549.png
00550,9,mnist_images/00550.png
00551,2,mnist_images/00551.png
00552,1,mnist_images/00552.png
00553,1,mnist_images/00553.png
00554,5,mnist_images/00554.png
00555,2,mnist_images/00555.png
00556,1,mnist_images/00556.png
00557,3,mnist_images/00557.png
00558,2,mnist_images/00558.png
00559,8,mnist_images/00559.png
00560,7,mnist_images/00560.png
00561,3,mnist_images/00561.png
00562,7,mnist_images/00562.png
00563,2,mnist_images/00563.png
00564,4,mnist_images/00564.png
00565,6,mnist_images/00565.png
00566,9,mnist_images/00566.png
00567,7,mnist_images/00567.png
00568,2,mnist_images/00568.png
00569,4,mnist_images/00569.png
00570,2,mnist_images/00570.png
00571,8,mnist_images/00571.png
00572,1,mnist_images/00572.png
00573,1,mnist_images/00573.png
00574,3,mnist_images/00574.png
00575,8,mnist_images/00575.png
00576,4,mnist_images/00576.png
00577,0,mnist_images/00577.png
00578,6,mnist_images/00578.png
00579,5,mnist_images/00579.png
00580,9,mnist_images/00580.png
00581,3,mnist_images/00581.png
00582,0,mnist_images/00582.png
00583,9,mnist_images/00583.png
00584,2,mnist_images/00584.png
00585,4,mnist_images/00585.png
00586,7,mnist_images/00586.png
00587,1,mnist_images/00587.png
00588,2,mnist_images/00588.png
00589,9,mnist_images/00589.png
00590,4,mnist_images/00590.png
00591,2,mnist_images/00591.png
00592,6,mnist_images/00592.png
00593,1,mnist_images/00593.png
00594,8,mnist_images/00594.png
00595,9,mnist_images/00595.png
00596,0,mnist_images/00596.png
00597,6,mnist_images/00597.png
00598,6,mnist_images/00598.png
00599,7,mnist_images/00599.png
00600,9,mnist_images/00600.png
00601,9,mnist_images/00601.png
00602,8,mnist_images/00602.png
00603,0,mnist_images/00603.png
00604,1,mnist_images/00604.png
00605,4,mnist_images/00605.png
00606,4,mnist_images/00606.png
00607,6,mnist_images/00607.png
00608,7,mnist_images/00608.png
00609,1,mnist_images/00609.png
00610,5,mnist_images/00610.png
00611,7,mnist_images/00611.png
00612,0,mnist_images/00612.png
00613,3,mnist_images/00613.png
00614,5,mnist_images/00614.png
00615,8,mnist_images/00615.png
00616,4,mnist_images/00616.png
00617,7,mnist_images/00617.png
00618,1,mnist_images/00618.png
00619,2,mnist_images/00619.png
00620,5,mnist_images/00620.png
00621,9,mnist_images/00621.png
00622,5,mnist_images/00622.png
00623,6,mnist_images/00623.png
00624,7,mnist_images/00624.png
00625,5,mnist_images/00625.png
00626,9,mnist_images/00626.png
00627,8,mnist_images/00627.png
00628,8,mnist_images/00628.png
00629,3,mnist_images/00629.png
00630,6,mnist_images/00630.png
00631,9,mnist_images/00631.png
00632,7,mnist_images/00632.png
00633,0,mnist_images/00633.png
00634,7,mnist_images/00634.png
00635,5,mnist_images/00635.png
00636,7,mnist_images/00636.png
00637,1,mnist_images/00637.png
00638,1,mnist_images/00638.png
00639,0,mnist_images/00639.png
00640,7,mnist_images/00640.png
00641,9,mnist_images/00641.png
00642,2,mnist_images/00642.png
00643,3,mnist_images/00643.png
00644,7,mnist_images/00644.png
00645,3,mnist_images/00645.png
00646,2,mnist_images/00646.png
00647,4,mnist_images/00647.png
00648,1,mnist_images/00648.png
00649,6,mnist_images/00649.png
00650,2,mnist_images/00650.png
00651,7,mnist_images/00651.png
00652,5,mnist_images/00652.png
00653,5,mnist_images/00653.png
00654,7,mnist_images/00654.png
00655,4,mnist_images/00655.png
00656,0,mnist_images/00656.png
00657,2,mnist_images/00657.png
00658,6,mnist_images/00658.png
00659,3,mnist_images/00659.png
00660,6,mnist_images/00660.png
00661,4,mnist_images/00661.png
00662,0,mnist_images/00662.png
00663,4,mnist_images/00663.png
00664,2,mnist_images/00664.png
00665,6,mnist_images/00665.png
00666,0,mnist_images/00666.png
00667,0,mnist_images/00667.png
00668,0,mnist_images/00668.png
00669,0,mnist_images/00669.png
00670,3,mnist_images/00670.png
00671,1,mnist_images/00671.png
00672,6,mnist_images/00672.png
00673,2,mnist_images/00673.png
00674,2,mnist_images/00674.png
00675,3,mnist_images/00675.png
00676,1,mnist_images/00676.png
00677,4,mnist_images/00677.png
00678,1,mnist_images/00678.png
00679,5,mnist_images/00679.png
00680,4,mnist_images/00680.png
00681,6,mnist_images/00681.png
00682,4,mnist_images/00682.png
00683,7,mnist_images/00683.png
00684,2,mnist_images/00684.png
00685,8,mnist_images/00685.png
00686,7,mnist_images/00686.png
00687,9,mnist_images/00687.png
00688,2,mnist_images/00688.png
00689,0,mnist_images/00689.png
00690,5,mnist_images/00690.png
00691,1,mnist_images/00691.png
00692,4,mnist_images/00692.png
00693,2,mnist_images/00693.png
00694,8,mnist_images/00694.png
00695,3,mnist_images/00695.png
00696,2,mnist_images/00696.png
00697,4,mnist_images/00697.png
00698,1,mnist_images/00698.png
00699,5,mnist_images/00699.png
00700,4,mnist_images/00700.png
00701,6,mnist_images/00701.png
00702,0,mnist_images/00702.png
00703,7,mnist_images/00703.png
00704,9,mnist_images/00704.png
00705,8,mnist_images/00705.png
00706,4,mnist_images/00706.png
00707,9,mnist_images/00707.png
00708,8,mnist_images/00708.png
00709,0,mnist_images/00709.png
00710,1,mnist_images/00710.png
00711,1,mnist_images/00711.png
00712,0,mnist_images/00712.png
00713,2,mnist_images/00713.png
00714,2,mnist_images/00714.png
00715,3,mnist_images/00715.png
00716,2,mnist_images/00716.png
00717,4,mnist_images/00717.png
00718,4,mnist_images/00718.png
00719,5,mnist_images/00719.png
00720,8,mnist_images/00720.png
00721,6,mnist_images/00721.png
00722,5,mnist_images/00722.png
00723,7,mnist_images/00723.png
00724,7,mnist_images/00724.png
00725,8,mnist_images/00725.png
00726,8,mnist_images/00726.png
00727,9,mnist_images/00727.png
00728,7,mnist_images/00728.png
00729,4,mnist_images/00729.png
00730,7,mnist_images/00730.png
00731,3,mnist_images/00731.png
00732,2,mnist_images/00732.png
00733,0,mnist_images/00733.png
00734,8,mnist_images/00734.png
00735,6,mnist_images/00735.png
00736,8,mnist_images/00736.png
00737,6,mnist_images/00737.png
00738,1,mnist_images/00738.png
00739,6,mnist_images/00739.png
00740,8,mnist_images/00740.png
00741,9,mnist_images/00741.png
00742,4,mnist_images/00742.png
00743,0,mnist_images/00743.png
00744,9,mnist_images/00744.png
00745,0,mnist_images/00745.png
00746,4,mnist_images/00746.png
00747,1,mnist_images/00747.png
00748,5,mnist_images/00748.png
00749,4,mnist_images/00749.png
00750,7,mnist_images/00750.png
00751,5,mnist_images/00751.png
00752,3,mnist_images/00752.png
00753,7,mnist_images/00753.png
00754,4,mnist_images/00754.png
00755,9,mnist_images/00755.png
00756,8,mnist_images/00756.png
00757,5,mnist_images/00757.png
00758,8,mnist_images/00758.png
00759,6,mnist_images/00759.png
00760,3,mnist_images/00760.png
00761,8,mnist_images/00761.png
00762,6,mnist_images/00762.png
00763,9,mnist_images/00763.png
00764,9,mnist_images/00764.png
00765,1,mnist_images/00765.png
00766,8,mnist_images/00766.png
00767,3,mnist_images/00767.png
00768,5,mnist_images/00768.png
00769,8,mnist_images/00769.png
00770,6,mnist_images/00770.png
00771,5,mnist_images/00771.png
00772,9,mnist_images/00772.png
00773,7,mnist_images/00773.png
00774,2,mnist_images/00774.png
00775,5,mnist_images/00775.png
00776,0,mnist_images/00776.png
00777,8,mnist_images/00777.png
00778,5,mnist_images/00778.png
00779,1,mnist_images/00779.png
00780,1,mnist_images/00780.png
00781,0,mnist_images/00781.png
00782,9,mnist_images/00782.png
00783,1,mnist_images/00783.png
00784,8,mnist_images/00784.png
00785,6,mnist_images/00785.png
00786,7,mnist_images/00786.png
00787,0,mnist_images/00787.png
00788,9,mnist_images/00788.png
00789,3,mnist_images/00789.png
00790,0,mnist_images/00790.png
00791,8,mnist_images/00791.png
00792,8,mnist_images/00792.png
00793,9,mnist_images/00793.png
00794,6,mnist_images/00794.png
00795,7,mnist_images/00795.png
00796,8,mnist_images/00796.png
00797,4,mnist_images/00797.png
00798,7,mnist_images/00798.png
00799,5,mnist_images/00799.png
00800,9,mnist_images/00800.png
00801,2,mnist_images/00801.png
00802,6,mnist_images/00802.png
00803,7,mnist_images/00803.png
00804,4,mnist_images/00804.png
00805,5,mnist_images/00805.png
00806,9,mnist_images/00806.png
00807,2,mnist_images/00807.png
00808,3,mnist_images/00808.png
00809,1,mnist_images/00809.png
00810,6,mnist_images/00810.png
00811,3,mnist_images/00811.png
00812,9,mnist_images/00812.png
00813,2,mnist_images/00813.png
00814,2,mnist_images/00814.png
00815,5,mnist_images/00815.png
00816,6,mnist_images/00816.png
00817,8,mnist_images/00817.png
00818,0,mnist_images/00818.png
00819,7,mnist_images/00819.png
00820,7,mnist_images/00820.png
00821,1,mnist_images/00821.png
00822,9,mnist_images/00822.png
00823,8,mnist_images/00823.png
00824,7,mnist_images/00824.png
00825,0,mnist_images/00825.png
00826,9,mnist_images/00826.png
00827,9,mnist_images/00827.png
00828,4,mnist_images/00828.png
00829,6,mnist_images/00829.png
00830,2,mnist_images/00830.png
00831,8,mnist_images/00831.png
00832,5,mnist_images/00832.png
00833,1,mnist_images/00833.png
00834,4,mnist_images/00834.png
00835,1,mnist_images/00835.png
00836,5,mnist_images/00836.png
00837,5,mnist_images/00837.png
00838,1,mnist_images/00838.png
00839,7,mnist_images/00839.png
00840,3,mnist_images/00840.png
00841,6,mnist_images/00841.png
00842,4,mnist_images/00842.png
00843,3,mnist_images/00843.png
00844,2,mnist_images/00844.png
00845,5,mnist_images/00845.png
00846,6,mnist_images/00846.png
00847,4,mnist_images/00847.png
00848,4,mnist_images/00848.png
00849,0,mnist_images/00849.png
00850,4,mnist_images/00850.png
00851,4,mnist_images/00851.png
00852,6,mnist_images/00852.png
00853,7,mnist_images/00853.png
00854,2,mnist_images/00854.png
00855,4,mnist_images/00855.png
00856,3,mnist_images/00856.png
00857,3,mnist_images/00857.png
00858,8,mnist_images/00858.png
00859,0,mnist_images/00859.png
00860,0,mnist_images/00860.png
00861,3,mnist_images/00861.png
00862,2,mnist_images/00862.png
00863,2,mnist_images/00863.png
00864,9,mnist_images/00864.png
00865,8,mnist_images/00865.png
00866,2,mnist_images/00866.png
00867,3,mnist_images/00867.png
00868,7,mnist_images/00868.png
00869,0,mnist_images/00869.png
00870,1,mnist_images/00870.png
00871,1,mnist_images/00871.png
00872,0,mnist_images/00872.png
